occupation_code,ai_exposure,occupation_name,employment_2023_x,employment_2023_y,weekly_pay,adverts,education_required,employment_growth,log_pay,log_employment,advert_intensity,skill,ai_skill_interaction,ai_exposure_z,pay_z,employment_z,advert_intensity_z,exposure_quantile
25-1072,0.5170682,"Nursing Instructors and Teachers, Postsecondary",72700.0,72700.0,80780.0,8.6,Doctoral or professional degree,0.0,11.299484689117405,11.194096663521611,0.00011829436038514442,6.0,3.1024092,0.5307095066430184,0.5386421640811859,-0.2590627579326063,-0.053518645731143566,Upper-middle
25-1081,1.192988,"Education Teachers, Postsecondary",60860.0,60860.0,73240.0,5.6,Doctoral or professional degree,0.0,11.201496998788446,11.016331423450962,9.201445941505093e-05,6.0,7.157928,1.2010858349364415,0.2883646863845371,-0.28754032901523147,-0.09716779287457704,High
25-1082,1.386292,"Library Science Teachers, Postsecondary",4220.0,4220.0,80310.0,0.4,Doctoral or professional degree,0.0,11.293649425182508,8.347590407030058,9.478672985781992e-05,6.0,8.317752,1.3928044763557814,0.5230413133494319,-0.4237708717618438,-0.09256323821451491,High
25-1111,1.389999,"Criminal Justice and Law Enforcement Teachers, Postsecondary",13390.0,13390.0,69030.0,1.2,Doctoral or professional degree,0.0,11.142296471697522,9.502263438685219,8.961911874533233e-05,6.0,8.339994,1.396481073858893,0.14862089578733664,-0.4017151853743714,-0.10114629254511158,High
25-1112,1.35645,"Law Teachers, Postsecondary",14570.0,14570.0,127360.0,2.2,Doctoral or professional degree,0.0,11.75477300107821,9.58671989918925,0.0001509951956074125,6.0,8.1387,1.3632072217866262,2.084786051496292,-0.3988770490671503,0.000795241142109492,High
25-1113,1.347327,"Social Work Teachers, Postsecondary",11730.0,11730.0,75020.0,1.3,Doctoral or professional degree,0.0,11.225510023635879,9.36990494164752,0.00011082693947144076,6.0,8.083962,1.3541590429301689,0.3474487593686266,-0.4057078178065638,-0.06592152938794009,High
25-1121,0.7582769,"Art, Drama, and Music Teachers, Postsecondary",101500.0,101500.0,80360.0,9.0,Master's degree,0.0,11.294271818928872,11.52781407746398,8.866995073891625e-05,5.0,3.7913845000000004,0.7699399636564538,0.5247009783208951,-0.18979299043432887,-0.10272279673449351,Upper-middle
25-1122,1.347435,"Communications Teachers, Postsecondary",28520.0,28520.0,79910.0,2.7,Doctoral or professional degree,0.0,11.288656280368508,10.258360874528233,9.467040673211782e-05,6.0,8.08461,1.3542661571816759,0.5097639935777264,-0.3653245054351722,-0.09275644309895238,High
25-1123,1.417833,"English Language and Literature Teachers, Postsecondary",57600.0,57600.0,78130.0,5.1,Doctoral or professional degree,0.0,11.26612938499079,10.961277846683982,8.854166666666666e-05,6.0,8.506998,1.4240867967889197,0.45067992059363693,-0.2953812818639948,-0.1029358679462973,High
25-1124,1.33412,"Foreign Language and Literature Teachers, Postsecondary",20820.0,20820.0,78760.0,1.9,Doctoral or professional degree,0.0,11.274160532753061,9.94366934216896,9.125840537944284e-05,6.0,8.004719999999999,1.3410603584889509,0.47159169923407307,-0.38384454743991997,-0.09842354775303717,High
25-1125,1.43749,"History Teachers, Postsecondary",20610.0,20610.0,82140.0,1.7,Doctoral or professional degree,0.0,11.316180387510549,9.933531673884504,8.248423095584667e-05,6.0,8.624939999999999,1.4435825823617996,0.5837850513049846,-0.38434963949459494,-0.11299686105865185,High
25-1126,1.363522,"Philosophy and Religion Teachers, Postsecondary",20320.0,20320.0,79930.0,2.0,Doctoral or professional degree,0.0,11.288906530620064,9.919360901692418,9.84251968503937e-05,6.0,8.181132,1.3702212216630778,0.5104278595663116,-0.3850471475700984,-0.08651998937137387,High
25-1192,1.211652,"Family and Consumer Sciences Teachers, Postsecondary",2660.0,2660.0,78410.0,0.2,Doctoral or professional degree,0.0,11.269706749224968,7.886081401775745,7.518796992481204e-05,6.0,7.269912,1.219596764474633,0.4599740444338308,-0.4275229841680005,-0.12511545966764034,High
25-1193,1.16489,"Recreation and Fitness Studies Teachers, Postsecondary",13270.0,13270.0,75770.0,1.1,Doctoral or professional degree,0.0,11.235457714925419,9.493261127326253,8.289374529012811e-05,6.0,6.98934,1.173218277169398,0.3723437339405744,-0.40200380940561425,-0.1123166853055264,High
25-1194,0.1622185,"Career/Technical Education Teachers, Postsecondary",111180.0,111180.0,62060.0,8.8,Bachelor's degree,0.0,11.035856938002372,11.61890578850746,7.915092642561613e-05,4.0,0.648874,0.17877006207870372,-0.08273640123463179,-0.1665106519140745,-0.11853325558614572,Upper-middle
25-2011,0.0306372,"Preschool Teachers, Except Special Education",430240.0,430240.0,37130.0,65.5,Associate's degree,0.0,10.522180547171125,12.972098471502692,0.0001522406098921532,3.0,0.0919116,0.04826790965459158,-0.9102453560061774,0.6008925431553839,0.002863790465451482,Upper-middle
25-2012,0.3644047,"Kindergarten Teachers, Except Special Education",118580.0,118580.0,62690.0,12.8,Bachelor's degree,0.0,11.045957224268014,11.683343117261359,0.00010794400404790015,4.0,1.4576188,0.3792980572455856,-0.06182462259419561,-0.14871216998743378,-0.07070989113444529,Upper-middle
25-2021,0.8869491,"Elementary School Teachers, Except Special Education",1410070.0,1410070.0,63680.0,91.0,Bachelor's degree,0.0,11.061625820518264,14.15914990651213,6.453580318707581e-05,4.0,3.5477964,0.8975568747003928,-0.028963256159224484,2.9575799142608417,-0.14280799183741366,Upper-middle
25-2022,1.286445,"Middle School Teachers, Except Special and Career/Technical Education",626690.0,626690.0,64290.0,40.5,Bachelor's degree,0.0,11.071159377135732,13.348207279487406,6.462525331503614e-05,4.0,5.14578,1.2937763590390325,-0.008715343507373588,1.0733941343024882,-0.14265942119394806,High
25-2023,0.5199191,"Career/Technical Education Teachers, Middle School",12210.0,12210.0,63860.0,0.9,Bachelor's degree,0.0,11.064448466268773,9.41001056710475,7.371007371007371e-05,4.0,2.0796764,0.5335370253432129,-0.022988462261957006,-0.4045533216815925,-0.12757014583305806,Upper-middle
25-2031,1.191325,"Secondary School Teachers, Except Special and Career/Technical Education",1045170.0,1045170.0,65220.0,66.2,Bachelor's degree,0.0,11.085521449343311,13.859690109576023,6.333897834801994e-05,4.0,4.7653,1.1994364738229604,0.022154424961841713,2.0799223392566253,-0.14479583736104465,High
25-2032,0.3734505,"Career/Technical Education Teachers, Secondary School",90070.0,90070.0,65130.0,6.2,Bachelor's degree,0.0,11.084140551540447,11.40834242477779,6.883535028311313e-05,4.0,1.493802,0.388269669248188,0.019167028013207972,-0.21728442941020773,-0.1356667334263327,Upper-middle
25-2051,0.3750564,"Special Education Teachers, Preschool",24850.0,24850.0,65270.0,2.1,Bachelor's degree,0.0,11.086287791629264,10.120613031524774,8.450704225352113e-05,4.0,1.5002256,0.389862398660178,0.0238140899333049,-0.37415159039068185,-0.10963710760767537,Upper-middle
25-2052,0.7357486,"Special Education Teachers, Kindergarten and Elementary School",212850.0,212850.0,64910.0,15.4,Bachelor's degree,0.0,11.080756974027514,12.268342971256299,7.23514211886305e-05,4.0,2.9429944,0.7475964266914281,0.011864502138769946,0.07802605855640703,-0.1298267762477906,Upper-middle
25-2059,-0.6632917,"Special Education Teachers, All Other",43700.0,43700.0,67190.0,2.9,Bachelor's degree,0.0,11.115279705914196,10.685103381083682,6.636155606407323e-05,4.0,-2.6531668,-0.6399698192574688,0.08754522483749133,-0.32881356548295515,-0.13977553916317043,Lower-middle
25-3011,1.348951,"Adult Basic Education, Adult Secondary Education, and English as a Second Language Instructors",36890.0,36890.0,60560.0,3.9,Bachelor's degree,0.0,11.01138988811133,10.515695790590721,0.0001057197072377338,4.0,5.395804,1.3557697238972726,-0.13252635037852742,-0.3451929792559853,-0.07440429846376162,High
25-3021,0.526352,Self-Enrichment Teachers,272110.0,272110.0,45330.0,51.4,High school diploma or equivalent,0.0,10.721724343934895,12.513961675290442,0.0001888941971996619,1.0,0.526352,0.5399171667183861,-0.6380603006862146,0.2205582259851543,0.06374293257260076,Upper-middle
25-3099,1.32533,"Teachers and Instructors, All Other",118290.0,118290.0,64390.0,18.0,Bachelor's degree,0.0,11.072713620532229,11.680894515539782,0.0001521683996956632,4.0,5.30132,1.3323424485746396,-0.005396013564447212,-0.14940967806293726,0.0027438541880874397,High
25-4011,0.6765602,Archivists,7150.0,7150.0,59910.0,1.1,Master's degree,0.0,11.00059871507797,8.874867635688053,0.00015384615384615385,5.0,3.3828009999999997,0.6888934529516998,-0.15410199500754887,-0.4167236349989982,0.005530490936399816,Upper-middle
25-4012,0.7366658,Curators,12510.0,12510.0,61750.0,1.8,Master's degree,0.0,11.030849254490224,9.434283603460957,0.00014388489208633093,5.0,3.683329,0.7485061043903367,-0.09302632405770354,-0.40383176160348544,-0.01101449455588078,Upper-middle
25-4013,-0.0912107,Museum Technicians and Conservators,12670.0,12670.0,48670.0,1.9,Bachelor's degree,0.0,10.7928181028275,9.446992273315185,0.0001499605367008682,4.0,-0.3648428,-0.07258067003232424,-0.5271946805924735,-0.40344692956182837,-0.0009232576797243777,Upper-middle
25-4031,0.037965,Library Technicians,76670.0,76670.0,39310.0,13.0,Postsecondary nondegree award,0.0,10.579234218415905,11.24726577655294,0.00016955784531107342,2.0,0.07593,0.05553561161933436,-0.8378839632503824,-0.2495141128989896,0.031626553223884996,Upper-middle
25-9021,0.8604031,Farm and Home Management Educators,8110.0,8110.0,59770.0,1.1,Master's degree,0.0,10.9982591418183,9.000853147109458,0.00013563501849568434,5.0,4.3020154999999995,0.8712285883994481,-0.1587490569276458,-0.4144146427490556,-0.02471697945803671,Upper-middle
25-9031,1.301855,Instructional Coordinators,207270.0,207270.0,74620.0,21.9,Master's degree,0.0,11.220163846775149,12.24177757015095,0.00010565928499059197,5.0,6.509275,1.3090599758512662,0.3341714395969211,0.06460504110361577,-0.07450465575046647,High
27-1011,1.02251,Art Directors,51200.0,51200.0,106500.0,12.3,Bachelor's degree,0.0,11.575900264131617,10.843494811027599,0.00024023437500000002,4.0,4.09004,1.032005988932809,1.3923738254018498,-0.3107745635302787,0.14901551323137877,High
27-1012,-0.9295284,Craft Artists,5830.0,5830.0,36600.0,1.0,No formal educational credential,0.0,10.507803519389457,8.670772279344538,0.00017152658662092623,0.0,-0.0,-0.9040230122590018,-0.9278378047036873,-0.41989849934266926,0.03489650006344554,Low
27-1013,-0.5690498,"Fine Artists, Including Painters, Sculptors, and Illustrators",10910.0,10910.0,59300.0,2.2,Bachelor's degree,0.0,10.990364584985818,9.297435078827116,0.0002016498625114574,4.0,-2.2761992,-0.5465008324140652,-0.17434990765939978,-0.4076800820200564,0.08492923432999931,Lower-middle
27-1014,0.7058651,Special Effects Artists and Animators,29940.0,29940.0,99060.0,5.0,Bachelor's degree,0.0,11.503481006142229,10.30695065797362,0.00016700066800267202,4.0,2.8234604,0.717958012479333,1.1454156776481275,-0.36190912106546547,0.027379253786444818,Upper-middle
27-1021,0.867039,Commercial and Industrial Designers,30810.0,30810.0,76250.0,2.5,Bachelor's degree,0.0,11.241772694469658,10.335594591590713,8.114248620577734e-05,4.0,3.468156,0.8778100648955093,0.388276517666621,-0.359816596838955,-0.11522540880285201,Upper-middle
27-1022,0.5801539,Fashion Designers,19940.0,19940.0,79290.0,2.3,Bachelor's degree,0.0,11.280867296266445,9.900483043515829,0.00011534603811434302,4.0,2.3206156,0.5932778171642081,0.4891841479315829,-0.385961123669034,-0.05841561063108452,Upper-middle
27-1023,-0.2718452,Floral Designers,43350.0,43350.0,34690.0,5.1,High school diploma or equivalent,0.0,10.454206739963796,10.677061982208688,0.0001176470588235294,1.0,-0.2718452,-0.2517337187714177,-0.991237006613581,-0.32965538557408003,-0.05459377006822769,Lower-middle
27-1024,0.7156958,Graphic Designers,212720.0,212720.0,58910.0,20.0,Bachelor's degree,0.0,10.983766134515733,12.267732025916901,9.40203083866115e-05,4.0,2.8627832,0.727708087222748,-0.18729529443681264,0.07771338252256063,-0.09383621270588506,Upper-middle
27-1025,1.12168,Interior Designers,67760.0,67760.0,62510.0,7.8,Bachelor's degree,0.0,11.043081822925858,11.123727329325936,0.00011511216056670601,4.0,4.48672,1.1303626585803896,-0.0677994164914631,-0.2709444472187692,-0.05880406550014854,High
27-1026,-1.001413,Merchandise Displayers and Window Trimmers,175790.0,175790.0,36230.0,20.8,High school diploma or equivalent,0.0,10.497642783889123,12.077045379793937,0.00011832299903293703,1.0,-1.001413,-0.9753180597022657,-0.9401193254925148,-0.011110663092418049,-0.0534710788642474,Low
27-1027,-0.0519323,Set and Exhibit Designers,10090.0,10090.0,59490.0,2.5,Bachelor's degree,0.0,10.993563510181952,9.219300113347655,0.0002477700693756194,4.0,-0.2077292,-0.03362440691761684,-0.16804318076783967,-0.40965234623354907,0.16153179451431332,Upper-middle
27-2012,0.9388108,Producers and Directors,154470.0,154470.0,82510.0,12.8,Bachelor's degree,0.0,11.32067477709839,11.947755181708297,8.286398653460219e-05,4.0,3.7552432,0.9489932374538658,0.5960665720938122,-0.06238953264322621,-0.11236611259599581,Upper-middle
27-2021,-1.814336,Athletes and Sports Competitors,14930.0,14930.0,70280.0,2.1,No formal educational credential,0.0,11.160242542301033,9.611127890533236,0.0001406563965170797,0.0,-0.0,-1.7815739733850344,0.19011252007391635,-0.39801117697342187,-0.016376808451756476,Low
27-2022,0.1168668,Coaches and Scouts,238980.0,238980.0,45910.0,41.8,Bachelor's degree,0.0,10.734438237243268,12.384135145403745,0.00017491003431249476,4.0,0.4674672,0.13379030837439615,-0.6188081870172416,0.14087394135953166,0.04051617900780115,Upper-middle
27-2023,-0.0325617,"Umpires, Referees, and Other Sports Officials",14840.0,14840.0,35820.0,4.6,High school diploma or equivalent,0.0,10.486261675614703,9.605081516721372,0.0003099730458221024,1.0,-0.0325617,-0.014412672470955295,-0.953728578258513,-0.398227644996854,0.26484675276936354,Upper-middle
27-2032,-1.575769,Choreographers,4190.0,4190.0,52000.0,0.7,High school diploma or equivalent,0.0,10.858998997563564,8.340456012916183,0.00016706443914081144,1.0,-1.575769,-1.5449635507994302,-0.41666099349302527,-0.4238430277696545,0.02748517335575063,Low
27-2041,0.8829641,Music Directors and Composers,10770.0,10770.0,62590.0,4.3,Bachelor's degree,0.0,11.044360799918747,9.284519770150434,0.0003992571959145775,4.0,3.5318564,0.8936045571795134,-0.06514395253712199,-0.40801681005650636,0.41314171816507894,Upper-middle
27-3011,0.8493547,Broadcast Announcers and Radio Disc Jockeys,25070.0,25070.0,44890.0,2.3,Bachelor's degree,0.0,10.711970331775978,10.12942719115234,9.174311926605505e-05,4.0,3.3974188,0.8602708004702928,-0.6526653524350906,-0.37362244633340336,-0.09761847060364917,Upper-middle
27-3031,1.284927,Public Relations Specialists,275550.0,275550.0,66750.0,27.6,Bachelor's degree,0.0,11.108709576262497,12.52652437931138,0.00010016330974414808,4.0,5.139708,1.2922708087261856,0.07294017308861526,0.2288321148807819,-0.083633100812025,High
27-3041,1.128221,Editors,95700.0,95700.0,75020.0,9.8,Bachelor's degree,0.0,11.225510023635879,11.468973577441046,0.00010240334378265413,4.0,4.512884,1.136850013386932,0.3474487593686266,-0.20374315194439863,-0.07991255500539055,High
27-3042,1.184001,Technical Writers,47970.0,47970.0,80050.0,4.5,Bachelor's degree,0.0,11.29040671842486,10.77833109449611,9.380863039399625e-05,4.0,4.736004,1.192172540692993,0.5144110554978233,-0.3185433603712314,-0.0941877956078604,High
27-3043,0.9879274,Writers and Authors,49450.0,49450.0,73690.0,13.4,Bachelor's degree,0.0,11.207622383761045,10.808717337050858,0.00027098078867542974,4.0,3.9517096,0.9977070138016763,0.3033016711277058,-0.3149836639859032,0.20008323742786505,Upper-middle
27-3091,1.111319,Interpreters and Translators,51560.0,51560.0,57090.0,6.9,Bachelor's degree,0.0,10.952384248958305,10.850501457053124,0.00013382467028704424,4.0,4.445276,1.120086633026103,-0.2477070993980727,-0.30990869143655025,-0.027723846014714674,High
27-4011,-0.0117747,Audio and Video Technicians,66700.0,66700.0,51640.0,7.3,Postsecondary nondegree award,0.0,10.85205184496058,11.107960231903714,0.00010944527736131934,2.0,-0.0235494,0.006203845548246666,-0.4286105812875602,-0.2734939594947474,-0.0682163771811577,Upper-middle
27-4012,0.1222249,Broadcast Technicians,26190.0,26190.0,57690.0,1.8,Associate's degree,0.0,10.962839127250936,10.173132937501757,6.872852233676977e-05,3.0,0.3666747,0.13910446458735068,-0.22779111974051444,-0.37092862204180366,-0.13584416745678352,Upper-middle
27-4014,0.4715462,Sound Engineering Technicians,14600.0,14600.0,59430.0,1.2,Postsecondary nondegree award,0.0,10.992554428360707,9.588776807696428,8.219178082191781e-05,2.0,0.9430924,0.48556084963286256,-0.1700347787335955,-0.39880489305933964,-0.11348260105221211,Upper-middle
27-4021,-0.1680973,Photographers,53630.0,53630.0,40760.0,12.7,High school diploma or equivalent,0.0,10.615456487336662,10.88986389197697,0.00023680775685250792,1.0,-0.1680973,-0.14883669419815737,-0.7897536790779499,-0.30492992689761156,0.14332413106466316,Lower-middle
27-4031,-0.4470009,"Camera Operators, Television, Video, and Film",23940.0,23940.0,61800.0,2.9,Bachelor's degree,0.0,11.031658643445782,10.083305979111964,0.00012113617376775271,4.0,-1.7880036,-0.4254529012035115,-0.09136665908624036,-0.3763403226276066,-0.0487985849275352,Lower-middle
27-4032,0.985707,Film and Video Editors,29240.0,29240.0,66600.0,3.6,Bachelor's degree,0.0,11.106459856528481,10.283292913863715,0.00012311901504787962,4.0,3.942828,0.9955048241345846,0.0679611781742257,-0.3635927612477153,-0.045505218986132814,Upper-middle
29-1011,-0.1911757,Chiropractors,41480.0,41480.0,76530.0,2.8,Doctoral or professional degree,0.0,11.245438099803966,10.632966662343463,6.750241080038572e-05,6.0,-1.1470542,-0.1717258195868306,0.39757064150681487,-0.33415311006094733,-0.13788065621398213,Lower-middle
29-1021,-0.1813301,"Dentists, General",121640.0,121640.0,166300.0,3.9,Doctoral or professional degree,0.0,12.021548665181019,11.7088211417913,3.2061821769154884e-05,6.0,-1.0879805999999999,-0.16196096704390212,3.377333131271823,-0.1413522571907418,-0.19674508980658123,Lower-middle
29-1022,-0.2389668,Oral and Maxillofacial Surgeons,4160.0,4160.0,205380.0,0.2,Doctoral or professional degree,0.0,12.232617200752285,8.333270353255308,4.807692307692308e-05,6.0,-1.4338008,-0.2191249668571189,4.674527272967452,-0.4239151837774652,-0.1701450841864961,Lower-middle
29-1023,0.1616631,Orthodontists,6400.0,6400.0,91420.0,0.2,Doctoral or professional degree,0.0,11.423219551885735,8.764053269347762,3.125e-05,6.0,0.9699786,0.17821921712234326,0.8918188700085523,-0.41852753519426583,-0.1980934711378659,Upper-middle
29-1024,-0.1561403,Prosthodontists,570.0,570.0,234000.0,0.0,Doctoral or professional degree,0.0,12.363076394339839,6.345636360828596,0.0,6.0,-0.9368418000000001,-0.1369777580382691,5.62451950263298,-0.4325498527121463,-0.24999761833326697,Lower-middle
29-1031,1.342809,Dietitians and Nutritionists,73860.0,73860.0,69680.0,6.2,Bachelor's degree,0.0,11.151668611526384,11.209926688406554,8.394259409694016e-05,4.0,5.371236,1.3496780967421305,0.1701965404163581,-0.25627272563059234,-0.11057461801418261,High
29-1041,0.5040194,Optometrists,41390.0,41390.0,131860.0,2.4,Doctoral or professional degree,0.0,11.78949603266729,10.630794584742778,5.798502053636144e-05,6.0,3.0241164,0.5177677247442855,2.234155898927979,-0.33436957808437945,-0.15368840101974193,Upper-middle
29-1051,0.6058705,Pharmacists,331700.0,331700.0,136030.0,14.2,Doctoral or professional degree,0.0,11.820630728627476,12.711986224935144,4.280976786252638e-05,6.0,3.635223,0.6187835056855248,2.3725719575480086,0.3638841094998193,-0.17889347457206636,Upper-middle
29-1071,0.1059147,Physician Assistants,145740.0,145740.0,130020.0,12.0,Master's degree,0.0,11.77544356375846,11.889579491224273,8.233841086867023e-05,5.0,0.5295735,0.1229280306528345,2.173080227978134,-0.08338693091614156,-0.11323905841125512,Upper-middle
29-1081,0.6279185,Podiatrists,9470.0,9470.0,141650.0,0.3,Doctoral or professional degree,0.0,11.861114505258662,9.155884186180124,3.167898627243928e-05,6.0,3.7675110000000003,0.6406506817709322,2.5591183003404714,-0.4111435703949703,-0.1973809538057221,Upper-middle
29-1122,0.1151615,Occupational Therapists,144840.0,144840.0,96370.0,10.2,Master's degree,0.0,11.475950228845333,11.883384963879578,7.04225352112676e-05,5.0,0.5758075,0.13209899417907478,1.056125702183408,-0.08555161115046274,-0.13303052606194066,Upper-middle
29-1123,-0.3581922,Physical Therapists,240820.0,240820.0,99710.0,13.2,Doctoral or professional degree,0.0,11.510021251822838,12.39180504544621,5.481272319574786e-05,6.0,-2.1491532,-0.3373725546498048,1.1669913222771489,0.14529950983858828,-0.1589573734394151,Lower-middle
29-1124,-0.2189393,Radiation Therapists,16640.0,16640.0,98300.0,0.9,Associate's degree,0.0,11.495779306135258,9.719564714375199,5.408653846153846e-05,3.0,-0.6568179000000001,-0.19926171989365293,1.120188770081887,-0.39389828452821163,-0.16016351741814974,Lower-middle
29-1125,0.2190109,Recreational Therapists,15540.0,15540.0,57120.0,1.3,Bachelor's degree,0.0,10.952909597013466,9.651172623921639,8.365508365508366e-05,4.0,0.8760436,0.23509668631277914,-0.2467113004151948,-0.39654400481460417,-0.11105215351160132,Upper-middle
29-1126,-0.1880507,Respiratory Therapists,129750.0,129750.0,77960.0,8.8,Associate's degree,0.0,11.263951153621496,11.773364801028135,6.782273603082852e-05,3.0,-0.5641520999999999,-0.1686264488835061,0.44503705969066204,-0.12184608307924769,-0.13734861756082042,Lower-middle
29-1127,1.146267,Speech-Language Pathologists,172100.0,172100.0,89290.0,13.3,Master's degree,0.0,11.399644778511263,12.05583098219963,7.728065078442767e-05,5.0,5.731335,1.154748011374834,0.8211171422242205,-0.019985852053134846,-0.12163965757578472,High
29-1128,-0.0331901,Exercise Physiologists,8060.0,8060.0,54860.0,1.7,Bachelor's degree,0.0,10.912539764491594,8.994668835500674,0.0002109181141439206,4.0,-0.1327604,-0.01503591872694541,-0.32172815712533087,-0.41453490276207344,0.10032317663321168,Upper-middle
29-1131,-0.0749958,Veterinarians,78220.0,78220.0,119100.0,3.0,Doctoral or professional degree,0.0,11.687718755343392,11.267280648309505,3.83533623114293e-05,6.0,-0.4499748,-0.056498754506776626,1.8106093982105733,-0.24578605249543647,-0.1862952643220358,Upper-middle
29-1141,0.2294097,Registered Nurses,3175390.0,3175390.0,86070.0,189.1,Bachelor's degree,0.0,11.36291619764352,14.970941017411041,5.9551740101215915e-05,4.0,0.9176388,0.24541020185509294,0.7142347180619912,7.2035280378740065,-0.15108618524668205,Upper-middle
29-1151,0.2413191,Nurse Anesthetists,47810.0,47810.0,212650.0,2.7,Master's degree,0.0,12.26740290068178,10.77499010162015,5.647354110018825e-05,5.0,1.2065955000000002,0.25722192840042823,4.9158425598181985,-0.31892819241288844,-0.15619886665615648,Upper-middle
29-1161,0.1966265,Nurse Midwives,6960.0,6960.0,129650.0,0.5,Master's degree,0.0,11.77259379096681,8.847934753328465,7.183908045977011e-05,5.0,0.9831325000000001,0.2128958691699002,2.160798707189306,-0.417180623048466,-0.13067773972314958,Upper-middle
29-1171,0.1900572,Nurse Practitioners,280140.0,280140.0,126260.0,29.5,Master's degree,0.0,11.746098551921616,12.543044757193037,0.00010530449061183694,5.0,0.9502860000000001,0.20638044646226836,2.048273422124102,0.23987198407581986,-0.07509394533955452,Upper-middle
29-1181,0.6329063,Audiologists,13880.0,13880.0,87740.0,0.7,Doctoral or professional degree,0.0,11.382133174720204,9.538204234060796,5.0432276657060516e-05,6.0,3.7974378,0.6455975749530256,0.7696675281088616,-0.40053663724679656,-0.16623300038103472,Upper-middle
29-2031,-0.0909526,Cardiovascular Technologists and Technicians,55660.0,55660.0,66170.0,3.8,Associate's degree,0.0,11.099982467006106,10.927017035079881,6.827164929931729e-05,3.0,-0.2728578,-0.07232468680719525,0.05368805941964229,-0.30004737036908713,-0.1366030028291209,Upper-middle
29-2032,-0.264054,Diagnostic Medical Sonographers,82780.0,82780.0,84470.0,5.8,Associate's degree,0.0,11.344151720721543,11.323941765302724,7.00652331481034e-05,3.0,-0.792162,-0.2440064173238204,0.6611254389751692,-0.2348183393082092,-0.1336239807460909,Lower-middle
29-2033,0.0855276,Nuclear Medicine Technologists,16560.0,16560.0,92500.0,0.9,Associate's degree,0.0,11.434963923500517,9.71474542793925,5.4347826086956524e-05,3.0,0.2565828,0.10270813290379557,0.9276676333921572,-0.3940907005490402,-0.1597295362543086,Upper-middle
29-2034,-0.5559037,Radiologic Technologists and Technicians,221170.0,221170.0,73410.0,12.9,Associate's degree,0.0,11.203815445104826,12.306686915562768,5.8326174435954244e-05,3.0,-1.6677111,-0.5334625485091135,0.29400754728751194,0.09803732472257606,-0.15312176734867794,Lower-middle
29-2035,-0.0727627,Magnetic Resonance Imaging Technologists,41340.0,41340.0,83740.0,2.6,Associate's degree,0.0,11.335472039573135,10.62958583323576,6.289308176100629e-05,3.0,-0.21828809999999998,-0.054283968997146576,0.6368943303918067,-0.3344898380973973,-0.1455364415878057,Upper-middle
29-2051,-0.1260282,Dietetic Technicians,24240.0,24240.0,36520.0,4.0,Associate's degree,0.0,10.505615334708905,10.09575944018325,0.00016501650165016502,3.0,-0.3780846,-0.10711261866048435,-0.9304932686580283,-0.37561876254949955,0.024083686988982878,Lower-middle
29-2052,0.0070256,Pharmacy Technicians,460280.0,460280.0,40300.0,49.0,High school diploma or equivalent,0.0,10.604106747934773,13.039590278937395,0.00010645693925436691,1.0,0.0070256,0.024849957239034305,-0.8050225968154113,0.6731447589765038,-0.07317980569229003,Upper-middle
29-2053,-0.2203484,Psychiatric Technicians,115940.0,115940.0,39700.0,15.9,Postsecondary nondegree award,0.0,10.589106466675283,11.660828094893724,0.0001371398999482491,2.0,-0.4406968,-0.20065926333623038,-0.8249385764729695,-0.15506189867477588,-0.02221747262841909,Lower-middle
29-2055,-0.4830476,Surgical Technologists,110320.0,110320.0,60610.0,7.0,Postsecondary nondegree award,0.0,11.01221517494533,11.611140512467184,6.34517766497462e-05,2.0,-0.9660952,-0.4612039687016001,-0.13086668540706423,-0.1685791241379814,-0.14460848697204653,Lower-middle
29-2056,-0.3623179,Veterinary Technologists and Technicians,122000.0,122000.0,43740.0,14.3,Associate's degree,0.0,10.68601829423076,11.711776323715394,0.00011721311475409837,3.0,-1.0869537,-0.34146441823723067,-0.6908376467787439,-0.14048638509701333,-0.055314521967565915,Lower-middle
29-2057,0.078734,Ophthalmic Medical Technicians,73390.0,73390.0,41780.0,12.5,Postsecondary nondegree award,0.0,10.640173035110557,11.203542965539109,0.00017032293227960214,2.0,0.157468,0.0959702497645619,-0.7558965136601009,-0.25740316975296007,0.03289731119610252,Upper-middle
29-2061,-0.5137373,Licensed Practical and Licensed Vocational Nurses,630250.0,630250.0,59730.0,54.4,Postsecondary nondegree award,0.0,10.997589685726352,13.353871845050167,8.631495438318128e-05,2.0,-1.0274746,-0.49164197096522166,-0.16007678890481636,1.0819566472293587,-0.10663428721425997,Lower-middle
29-2081,0.1013966,"Opticians, Dispensing",76770.0,76770.0,44170.0,6.8,High school diploma or equivalent,0.0,10.695801104590572,11.248569217821943,8.857626677087404e-05,1.0,0.1013966,0.11844698528493358,-0.6765645280241606,-0.2492735928729539,-0.1028783995014411,Upper-middle
29-2091,0.066577,Orthotists and Prosthetists,8820.0,8820.0,78100.0,0.9,Master's degree,0.0,11.265745335827777,9.084777149000837,0.00010204081632653062,5.0,0.332885,0.08391295387966083,0.449684121610759,-0.41270695056420226,-0.08051468871563083,Upper-middle
29-2092,0.5648953,Hearing Aid Specialists,10250.0,10250.0,58670.0,1.0,High school diploma or equivalent,0.0,10.979683801919906,9.235032984566555,9.75609756097561e-05,1.0,0.5648953,0.578144358663809,-0.19526168629983595,-0.40926751419189195,-0.08795540269884414,Upper-middle
